ID,name,userID,cpu,motherboard,ram,gpu,storage,psu
B4671,DECO*27AimerTeaTime,U935,C2,M127,R59,G67,S15,P7
B4672,KradnessNyaronsTeaTime,U935,C62,M313,R51,G48,S16,P1
B4673,MikuEurekaYoasobi,U935,C62,M308,R57,G65,S18,P9
B4674,YuiEurekaMafu,U935,C84,M359,R58,G48,S19,P10
B4675,YuiMikuYui,U935,C62,M225,R58,G45,S18,P1
B4676,UpliftSpiceYuiMafu,U936,C15,M119,R55,G61,S20,P6
B4677,AimerMikuFrou,U936,C1,M142,R58,G59,S15,P3
B4678,YuiEurekaNier,U936,C27,M149,R58,G47,S18,P3
B4679,AimerNierEureka,U936,C27,M43,R51,G45,S14,P9
B4680,DECO*27DECO*27Yoasobi,U936,C13,M186,R59,G66,S20,P12
B4681,YuiKradnessTeaTime,U937,C28,M45,R53,G43,S18,P4
B4682,WombleDECO*27Kradness,U937,C81,M354,R59,G44,S16,P8
B4683,YohDECO*27Kradness,U937,C64,M261,R55,G62,S15,P5
B4684,UpliftSpiceFrouEureka,U937,C62,M265,R52,G61,S20,P12
B4685,DAOKOMafuDECO*27,U937,C28,M40,R53,G42,S17,P7
B4686,TeaTimeYohWomble,U938,C15,M192,R57,G17,S19,P3
B4687,NierWombleNyarons,U938,C2,M152,R58,G58,S20,P3
B4688,DAOKOMafuUpliftSpice,U938,C28,M179,R54,G43,S17,P12
B4689,NierMafuTeaTime,U938,C15,M133,R55,G65,S20,P9
B4690,WombleAimerAimer,U938,C27,M151,R56,G18,S19,P8
B4691,EurekaYohWomble,U939,C80,M347,R54,G18,S19,P11
B4692,TeaTimeNyaronsDECO*27,U939,C15,M114,R54,G60,S20,P7
B4693,DAOKOYuiYoasobi,U939,C61,M214,R51,G45,S18,P10
B4694,YoasobiYuiEureka,U939,C28,M185,R57,G47,S17,P4
B4695,KradnessYoasobiMiku,U939,C82,M352,R53,G19,S18,P2
B4696,WombleNierYui,U940,C64,M220,R55,G57,S16,P8
B4697,NierTeaTimeEureka,U940,C28,M51,R53,G62,S17,P7
B4698,YohYoasobiEureka,U940,C28,M48,R51,G43,S18,P6
B4699,DECO*27UpliftSpiceTeaTime,U940,C28,M188,R51,G19,S19,P2
B4700,KradnessDAOKOYoh,U940,C28,M65,R55,G45,S15,P4
B4701,AimerYoasobiYoh,U941,C93,M357,R58,G59,S19,P12
B4702,TeaTimeKradnessTeaTime,U941,C84,M362,R59,G20,S16,P10
B4703,MikuMikuUpliftSpice,U941,C64,M207,R51,G47,S18,P2
B4704,AimerDAOKOYoasobi,U941,C2,M199,R53,G17,S16,P12
B4705,YohDECO*27UpliftSpice,U941,C27,M71,R59,G64,S19,P12
B4706,DAOKOYoasobiWomble,U942,C28,M36,R55,G59,S17,P5
B4707,YuiFrouAimer,U942,C2,M126,R53,G66,S18,P12
B4708,EurekaYohAimer,U942,C27,M53,R53,G44,S20,P3
B4709,EurekaDECO*27Yoh,U942,C28,M198,R53,G46,S17,P10
B4710,NyaronsMafuNier,U942,C93,M348,R57,G46,S16,P3
B4711,NyaronsDECO*27Yoh,U943,C2,M112,R52,G45,S19,P8
B4712,DAOKOMafuNier,U943,C80,M354,R58,G67,S16,P12
B4713,YoasobiYoasobiEureka,U943,C27,M174,R58,G20,S15,P10
B4714,KradnessDAOKOMafu,U943,C2,M194,R57,G17,S20,P9
B4715,MikuYuiEureka,U943,C27,M42,R52,G42,S15,P4
B4716,YuiYuiFrou,U944,C13,M171,R52,G19,S14,P2
B4717,UpliftSpiceMafuMafu,U944,C15,M176,R57,G66,S16,P6
B4718,UpliftSpiceAimerDECO*27,U944,C62,M220,R54,G44,S17,P5
B4719,YoasobiDAOKODAOKO,U944,C1,M122,R51,G58,S16,P2
B4720,YuiKradnessAimer,U944,C27,M62,R59,G19,S20,P6
B4721,EurekaDECO*27Nyarons,U945,C2,M109,R57,G67,S16,P6
B4722,YuiNyaronsKradness,U945,C13,M147,R54,G41,S17,P9
B4723,EurekaYoasobiMiku,U945,C25,M146,R52,G62,S20,P3
B4724,WombleTeaTimeWomble,U945,C1,M187,R51,G57,S17,P4
B4725,FrouYohYoasobi,U945,C15,M144,R57,G43,S20,P11
B4726,AimerAimerUpliftSpice,U946,C62,M208,R54,G45,S17,P8
B4727,DAOKOAimerMafu,U946,C28,M80,R58,G57,S15,P5
B4728,NyaronsYuiMiku,U946,C25,M191,R54,G47,S15,P1
B4729,TeaTimeYohWomble,U946,C13,M196,R54,G42,S14,P7
B4730,MikuAimerMafu,U946,C63,M207,R51,G61,S19,P9
B4731,TeaTimeYuiNyarons,U947,C13,M181,R59,G65,S18,P5
B4732,DECO*27YuiDECO*27,U947,C64,M304,R52,G68,S16,P11
B4733,DAOKOAimerMiku,U947,C2,M110,R55,G45,S20,P1
B4734,YoasobiYohFrou,U947,C25,M147,R54,G64,S14,P7
B4735,YoasobiEurekaUpliftSpice,U947,C1,M143,R58,G66,S19,P6
B4736,DECO*27YuiFrou,U948,C13,M141,R58,G43,S16,P7
B4737,TeaTimeYohYoasobi,U948,C15,M183,R56,G41,S20,P12
B4738,YoasobiUpliftSpiceNyarons,U948,C2,M198,R51,G17,S18,P7
B4739,MikuMikuUpliftSpice,U948,C28,M146,R59,G68,S15,P11
B4740,DECO*27AimerUpliftSpice,U948,C95,M347,R54,G67,S17,P4
B4741,MikuMafuEureka,U949,C84,M347,R57,G41,S15,P6
B4742,MikuYuiFrou,U949,C63,M311,R58,G60,S18,P3
B4743,FrouYuiFrou,U949,C2,M193,R52,G19,S19,P3
B4744,DECO*27YuiNier,U949,C27,M132,R54,G57,S18,P10
B4745,MafuAimerKradness,U949,C27,M192,R53,G64,S20,P7
B4746,DECO*27MikuEureka,U950,C15,M127,R54,G64,S14,P6
B4747,YuiTeaTimeWomble,U950,C15,M126,R56,G44,S19,P11
B4748,YohEurekaMiku,U950,C28,M37,R58,G61,S17,P12
B4749,MafuDECO*27DAOKO,U950,C1,M178,R51,G61,S17,P1
B4750,YuiFrouNyarons,U950,C28,M83,R53,G20,S18,P3
B4751,YuiMikuYoasobi,U951,C15,M126,R53,G63,S20,P6
B4752,WombleWombleMiku,U951,C28,M177,R59,G42,S18,P12
B4753,YuiWombleDECO*27,U951,C94,M352,R53,G46,S16,P7
B4754,NyaronsNyaronsTeaTime,U951,C28,M66,R53,G62,S19,P6
B4755,DAOKONyaronsFrou,U951,C82,M356,R54,G18,S14,P12
B4756,MikuAimerYoh,U952,C63,M223,R51,G65,S14,P6
B4757,YoasobiFrouYoasobi,U952,C83,M357,R58,G42,S18,P6
B4758,KradnessMikuWomble,U952,C13,M187,R57,G19,S18,P2
B4759,NyaronsNyaronsMiku,U952,C62,M214,R52,G58,S16,P5
B4760,FrouDECO*27Mafu,U952,C1,M119,R54,G63,S15,P10
B4761,KradnessWombleYoh,U953,C25,M141,R58,G45,S14,P11
B4762,YohNierNier,U953,C15,M134,R52,G19,S19,P10
B4763,YuiMikuWomble,U953,C27,M192,R59,G17,S14,P9
B4764,DAOKODECO*27Frou,U953,C13,M199,R55,G61,S19,P11
B4765,AimerYoasobiUpliftSpice,U953,C62,M214,R54,G62,S20,P11
B4766,AimerUpliftSpiceWomble,U954,C15,M151,R56,G68,S15,P3
B4767,DECO*27NierMafu,U954,C82,M348,R59,G44,S18,P5
B4768,TeaTimeYuiNyarons,U954,C25,M176,R59,G18,S17,P12
B4769,KradnessNyaronsNyarons,U954,C64,M204,R51,G41,S14,P12
B4770,DECO*27WombleKradness,U954,C13,M197,R59,G18,S15,P11
B4771,EurekaEurekaMiku,U955,C1,M133,R53,G61,S15,P6
B4772,WombleDAOKOMafu,U955,C27,M178,R55,G42,S15,P5
B4773,AimerUpliftSpiceDECO*27,U955,C83,M362,R58,G60,S20,P4
B4774,MikuYohEureka,U955,C27,M197,R53,G67,S14,P4
B4775,UpliftSpiceDAOKODECO*27,U955,C28,M150,R51,G62,S18,P2
B4776,UpliftSpiceTeaTimeNier,U956,C62,M304,R55,G42,S17,P7
B4777,YohYohFrou,U956,C13,M120,R55,G58,S19,P12
B4778,MafuNierWomble,U956,C2,M189,R53,G66,S17,P11
B4779,YoasobiFrouMafu,U956,C27,M181,R59,G43,S17,P5
B4780,TeaTimeDAOKOAimer,U956,C63,M219,R57,G47,S14,P3
B4781,DAOKOMikuNier,U957,C63,M229,R54,G66,S20,P3
B4782,MafuNyaronsKradness,U957,C27,M130,R57,G45,S18,P3
B4783,DECO*27AimerNyarons,U957,C61,M262,R58,G68,S15,P6
B4784,AimerDECO*27Miku,U957,C13,M197,R59,G61,S14,P10
B4785,WombleYuiMafu,U957,C15,M109,R57,G68,S20,P11
B4786,NierYohWomble,U958,C27,M109,R58,G18,S17,P9
B4787,FrouMikuEureka,U958,C95,M360,R56,G18,S18,P2
B4788,EurekaKradnessNyarons,U958,C15,M110,R51,G20,S15,P5
B4789,TeaTimeTeaTimeYoh,U958,C1,M190,R54,G47,S16,P3
B4790,TeaTimeKradnessTeaTime,U958,C13,M172,R56,G46,S15,P4
B4791,AimerMafuWomble,U959,C28,M47,R59,G66,S19,P9
B4792,NierYuiNier,U959,C25,M139,R55,G68,S20,P6
B4793,AimerUpliftSpiceUpliftSpice,U959,C1,M137,R58,G44,S15,P7
B4794,WombleYohMiku,U959,C27,M63,R55,G48,S18,P3
B4795,YoasobiNyaronsDECO*27,U959,C2,M189,R59,G18,S15,P4
B4796,WombleMafuAimer,U960,C80,M350,R52,G18,S16,P7
B4797,WombleYoasobiYui,U960,C61,M221,R59,G41,S19,P2
B4798,WombleEurekaNier,U960,C80,M357,R54,G44,S15,P11
B4799,NierFrouNyarons,U960,C25,M177,R54,G57,S16,P11
B4800,DECO*27UpliftSpiceNier,U960,C62,M207,R56,G64,S20,P1
B4801,DAOKOWombleKradness,U961,C64,M223,R51,G58,S18,P1
B4802,WombleEurekaEureka,U961,C13,M191,R55,G41,S19,P12
B4803,EurekaNierDAOKO,U961,C13,M146,R54,G61,S16,P5
B4804,KradnessAimerYoasobi,U961,C27,M123,R52,G41,S17,P9
B4805,WombleYohMafu,U961,C28,M199,R54,G20,S20,P6
B4806,TeaTimeMafuFrou,U962,C1,M147,R52,G41,S17,P8
B4807,NierDAOKOUpliftSpice,U962,C83,M350,R52,G65,S16,P9
B4808,DAOKONyaronsUpliftSpice,U962,C2,M130,R58,G64,S20,P12
B4809,WombleUpliftSpiceWomble,U962,C15,M138,R52,G65,S20,P6
B4810,NyaronsKradnessNier,U962,C27,M69,R53,G60,S15,P8
B4811,MikuMikuEureka,U963,C95,M357,R53,G68,S17,P4
B4812,DECO*27YoasobiNier,U963,C61,M206,R57,G65,S19,P12
B4813,NyaronsNierUpliftSpice,U963,C1,M187,R59,G68,S14,P9
B4814,YuiMafuMafu,U963,C80,M360,R59,G58,S19,P6
B4815,NierYuiUpliftSpice,U963,C13,M192,R57,G45,S20,P5
B4816,WombleUpliftSpiceWomble,U964,C27,M81,R59,G41,S16,P5
B4817,DAOKOYuiFrou,U964,C15,M112,R55,G68,S16,P5
B4818,YuiKradnessMiku,U964,C1,M110,R51,G63,S20,P12
B4819,NierYuiYoh,U964,C1,M126,R55,G63,S18,P1
B4820,MafuMikuYui,U964,C63,M229,R51,G62,S18,P7
B4821,TeaTimeNierWomble,U965,C27,M184,R56,G68,S20,P10
B4822,YohUpliftSpiceEureka,U965,C28,M43,R59,G18,S14,P2
B4823,DECO*27NyaronsDECO*27,U965,C63,M225,R56,G41,S16,P7
B4824,DECO*27YoasobiYui,U965,C13,M197,R55,G45,S14,P6
B4825,NyaronsWombleDAOKO,U965,C62,M314,R51,G46,S15,P9
B4826,MikuMafuNier,U966,C61,M225,R52,G45,S20,P2
B4827,KradnessUpliftSpiceUpliftSpice,U966,C1,M135,R53,G64,S20,P6
B4828,KradnessYoasobiYoh,U966,C25,M190,R57,G17,S20,P7
B4829,NierKradnessUpliftSpice,U966,C28,M84,R59,G47,S18,P2
B4830,UpliftSpiceFrouNyarons,U966,C28,M180,R57,G57,S16,P10
B4831,MafuUpliftSpiceUpliftSpice,U967,C63,M261,R54,G48,S20,P7
B4832,KradnessMikuMiku,U967,C82,M356,R54,G57,S19,P2
B4833,DECO*27WombleNyarons,U967,C2,M175,R52,G47,S16,P1
B4834,KradnessUpliftSpiceMafu,U967,C28,M129,R54,G57,S17,P10
B4835,YohTeaTimeEureka,U967,C84,M362,R59,G64,S20,P7
B4836,NyaronsFrouDECO*27,U968,C64,M206,R51,G19,S14,P9
B4837,TeaTimeNierAimer,U968,C15,M143,R58,G18,S15,P3
B4838,UpliftSpiceMikuYoasobi,U968,C27,M177,R56,G58,S19,P1
B4839,YoasobiYuiDECO*27,U968,C94,M355,R58,G44,S18,P11
B4840,UpliftSpiceEurekaYui,U968,C13,M180,R52,G62,S17,P5
B4841,YohAimerAimer,U969,C2,M180,R53,G57,S19,P8
B4842,EurekaKradnessWomble,U969,C15,M181,R54,G68,S17,P5
B4843,DAOKONierNier,U969,C27,M119,R54,G46,S17,P6
B4844,UpliftSpiceAimerNyarons,U969,C25,M197,R56,G17,S19,P4
B4845,KradnessUpliftSpiceUpliftSpice,U969,C94,M360,R54,G59,S19,P6
B4846,WombleDAOKOMiku,U970,C28,M49,R55,G42,S16,P10
B4847,DECO*27MikuAimer,U970,C27,M67,R57,G67,S19,P8
B4848,YohYohNier,U970,C27,M44,R59,G48,S19,P4
B4849,EurekaTeaTimeFrou,U970,C13,M176,R57,G19,S19,P7
B4850,YohMikuTeaTime,U970,C2,M134,R52,G57,S16,P10
B4851,MikuWombleEureka,U971,C15,M114,R54,G18,S14,P10
B4852,NyaronsMafuFrou,U971,C15,M198,R54,G60,S19,P7
B4853,YoasobiNierNier,U971,C27,M66,R55,G68,S20,P11
B4854,YuiWombleNier,U971,C27,M200,R53,G61,S17,P8
B4855,YuiMafuYoasobi,U971,C1,M189,R59,G63,S14,P2
B4856,MikuMikuUpliftSpice,U972,C13,M171,R52,G44,S20,P10
B4857,NierEurekaYoh,U972,C15,M184,R56,G20,S18,P8
B4858,AimerYohDAOKO,U972,C62,M220,R52,G46,S19,P5
B4859,YohNyaronsUpliftSpice,U972,C83,M348,R53,G18,S15,P3
B4860,EurekaUpliftSpiceYoh,U972,C28,M197,R51,G63,S17,P3
B4861,WombleDAOKOYoasobi,U973,C64,M305,R51,G41,S16,P12
B4862,YohNyaronsUpliftSpice,U973,C1,M123,R55,G45,S14,P5
B4863,NierAimerEureka,U973,C64,M204,R53,G43,S18,P12
B4864,MikuEurekaEureka,U973,C84,M349,R56,G20,S14,P9
B4865,DAOKODAOKOFrou,U973,C84,M359,R59,G64,S19,P11
B4866,EurekaTeaTimeKradness,U974,C62,M228,R54,G65,S18,P2
B4867,MikuNyaronsYoasobi,U974,C2,M190,R59,G18,S16,P12
B4868,YoasobiDECO*27Miku,U974,C2,M198,R53,G61,S19,P12
B4869,YohTeaTimeMafu,U974,C95,M356,R57,G41,S14,P5
B4870,YohDECO*27Miku,U974,C15,M138,R56,G66,S20,P11
B4871,WombleMafuTeaTime,U975,C15,M141,R57,G48,S15,P4
B4872,MikuFrouDECO*27,U975,C61,M217,R53,G62,S20,P9
B4873,DAOKOKradnessAimer,U975,C28,M189,R53,G61,S16,P6
B4874,AimerAimerFrou,U975,C27,M45,R54,G47,S14,P1
B4875,MafuMikuAimer,U975,C27,M50,R58,G42,S14,P2
B4876,YuiFrouTeaTime,U976,C28,M36,R53,G63,S18,P2
B4877,NyaronsTeaTimeDAOKO,U976,C62,M226,R56,G47,S20,P10
B4878,YoasobiNyaronsMafu,U976,C1,M138,R55,G59,S19,P1
B4879,TeaTimeDAOKOMafu,U976,C62,M207,R57,G18,S15,P12
B4880,UpliftSpiceNyaronsYui,U976,C25,M171,R57,G18,S14,P12
B4881,EurekaYuiYui,U977,C25,M132,R53,G57,S18,P12
B4882,DECO*27AimerKradness,U977,C28,M169,R59,G63,S20,P2
B4883,NierMikuUpliftSpice,U977,C62,M206,R59,G67,S19,P7
B4884,YuiKradnessTeaTime,U977,C62,M307,R59,G48,S20,P6
B4885,YoasobiNierNyarons,U977,C1,M130,R58,G42,S14,P6
B4886,DECO*27NierEureka,U978,C63,M210,R56,G57,S16,P10
B4887,NyaronsEurekaMiku,U978,C27,M133,R53,G66,S18,P5
B4888,WombleNierNier,U978,C13,M130,R58,G17,S14,P12
B4889,EurekaDECO*27Aimer,U978,C2,M116,R52,G43,S20,P4
B4890,AimerKradnessNyarons,U978,C2,M177,R53,G61,S17,P7
B4891,AimerDECO*27Womble,U979,C27,M66,R52,G58,S17,P4
B4892,EurekaDECO*27Frou,U979,C25,M174,R54,G61,S20,P11
B4893,MafuWombleUpliftSpice,U979,C25,M176,R59,G66,S16,P5
B4894,YohMafuNier,U979,C2,M174,R58,G67,S18,P5
B4895,YohMafuNier,U979,C25,M117,R58,G60,S18,P9
B4896,AimerFrouMafu,U980,C61,M265,R53,G64,S19,P5
B4897,UpliftSpiceYuiYui,U980,C62,M313,R56,G62,S18,P4
B4898,UpliftSpiceAimerDAOKO,U980,C27,M67,R55,G57,S20,P5
B4899,YohTeaTimeDAOKO,U980,C25,M170,R51,G63,S14,P12
B4900,EurekaKradnessYoasobi,U980,C63,M217,R55,G41,S14,P9
B4901,TeaTimeMikuNier,U981,C27,M127,R56,G66,S14,P5
B4902,NierEurekaMafu,U981,C27,M54,R58,G57,S19,P5
B4903,MafuYoasobiNyarons,U981,C62,M306,R54,G46,S18,P1
B4904,YuiYoasobiMafu,U981,C61,M206,R55,G42,S17,P4
B4905,EurekaMikuNyarons,U981,C28,M66,R55,G59,S18,P10
B4906,EurekaYoasobiNyarons,U982,C93,M356,R58,G62,S18,P7
B4907,DAOKOKradnessYoasobi,U982,C61,M228,R58,G59,S20,P4
B4908,TeaTimeFrouEureka,U982,C28,M136,R55,G57,S16,P2
B4909,FrouWombleEureka,U982,C28,M178,R55,G65,S19,P6
B4910,DAOKOMikuEureka,U982,C62,M202,R51,G59,S16,P9
B4911,FrouDECO*27Miku,U983,C15,M130,R57,G61,S16,P1
B4912,DAOKODECO*27Eureka,U983,C2,M186,R53,G48,S17,P12
B4913,YoasobiTeaTimeNier,U983,C28,M195,R52,G64,S15,P6
B4914,FrouYuiAimer,U983,C28,M179,R56,G57,S16,P4
B4915,FrouMafuAimer,U983,C94,M354,R54,G66,S19,P3
B4916,NyaronsAimerWomble,U984,C27,M54,R57,G18,S18,P10
B4917,MikuUpliftSpiceKradness,U984,C27,M186,R58,G18,S15,P3
B4918,KradnessAimerYui,U984,C27,M169,R52,G59,S16,P6
B4919,WombleTeaTimeKradness,U984,C27,M136,R58,G17,S19,P6
B4920,YoasobiUpliftSpiceAimer,U984,C27,M176,R55,G63,S18,P10
B4921,FrouWombleNyarons,U985,C1,M115,R58,G65,S17,P7
B4922,EurekaMafuTeaTime,U985,C27,M148,R52,G67,S18,P12
B4923,YuiDAOKOYoh,U985,C64,M213,R54,G20,S16,P4
B4924,KradnessKradnessAimer,U985,C15,M131,R52,G19,S19,P12
B4925,DECO*27YohTeaTime,U985,C27,M51,R56,G41,S14,P8
B4926,FrouNierEureka,U986,C61,M203,R56,G65,S18,P9
B4927,UpliftSpiceMikuEureka,U986,C2,M188,R52,G61,S19,P5
B4928,AimerMikuFrou,U986,C28,M71,R52,G41,S18,P11
B4929,NierNierYoh,U986,C13,M126,R52,G58,S14,P8
B4930,AimerDAOKODECO*27,U986,C1,M143,R57,G42,S16,P10
B4931,NierMafuWomble,U987,C61,M212,R58,G43,S20,P10
B4932,YohAimerYui,U987,C28,M145,R52,G59,S14,P9
B4933,EurekaWombleUpliftSpice,U987,C63,M227,R51,G47,S17,P7
B4934,UpliftSpiceMikuFrou,U987,C2,M183,R51,G64,S15,P8
B4935,MafuKradnessWomble,U987,C25,M110,R54,G42,S15,P7
B4936,NyaronsWombleEureka,U988,C28,M54,R57,G42,S17,P9
B4937,DAOKOKradnessMiku,U988,C61,M221,R59,G62,S15,P11
B4938,YoasobiMikuYoasobi,U988,C13,M180,R56,G62,S19,P8
B4939,EurekaNyaronsWomble,U988,C13,M181,R56,G65,S18,P6
B4940,TeaTimeDAOKOKradness,U988,C25,M195,R55,G18,S18,P6
B4941,EurekaAimerDECO*27,U989,C27,M46,R52,G45,S18,P1
B4942,AimerAimerYui,U989,C27,M143,R54,G18,S14,P3
B4943,DECO*27YuiUpliftSpice,U989,C63,M208,R57,G19,S18,P11
B4944,UpliftSpiceYuiWomble,U989,C13,M149,R56,G42,S19,P10
B4945,YuiFrouNier,U989,C2,M200,R52,G45,S19,P7
B4946,DECO*27YoasobiYui,U990,C63,M314,R53,G19,S15,P3
B4947,KradnessMafuAimer,U990,C25,M190,R51,G62,S15,P12
B4948,TeaTimeEurekaMafu,U990,C27,M176,R57,G63,S17,P6
B4949,MikuYoasobiDAOKO,U990,C28,M180,R54,G17,S15,P12
B4950,YuiNierFrou,U990,C27,M113,R58,G68,S15,P6
B4951,FrouKradnessWomble,U991,C1,M183,R51,G63,S19,P5
B4952,NyaronsDAOKOYoh,U991,C80,M359,R57,G60,S14,P2
B4953,AimerYohMafu,U991,C63,M207,R51,G45,S15,P7
B4954,NierMikuMiku,U991,C94,M359,R51,G64,S19,P7
B4955,MikuMafuKradness,U991,C28,M61,R53,G46,S16,P4
B4956,MafuDAOKOYoasobi,U992,C25,M147,R55,G17,S15,P7
B4957,YoasobiYoasobiDECO*27,U992,C82,M349,R53,G67,S14,P5
B4958,YohTeaTimeYoasobi,U992,C25,M197,R52,G41,S15,P7
B4959,NyaronsEurekaYui,U992,C15,M179,R52,G43,S15,P7
B4960,DECO*27WombleNyarons,U992,C27,M129,R53,G47,S19,P7
B4961,YoasobiDAOKOTeaTime,U993,C84,M347,R51,G18,S19,P11
B4962,MikuWombleMafu,U993,C27,M171,R56,G41,S19,P2
B4963,FrouTeaTimeDAOKO,U993,C94,M353,R52,G65,S17,P11
B4964,DECO*27MikuMiku,U993,C63,M306,R58,G64,S14,P12
B4965,NyaronsDECO*27Nyarons,U993,C25,M118,R59,G65,S18,P7
B4966,DECO*27DECO*27DECO*27,U994,C15,M179,R56,G63,S19,P8
B4967,MikuKradnessYoh,U994,C27,M177,R52,G48,S17,P1
B4968,DECO*27MafuEureka,U994,C27,M79,R59,G58,S20,P6
B4969,YoasobiDAOKOFrou,U994,C27,M114,R54,G19,S15,P2
B4970,NierMikuMiku,U994,C15,M176,R57,G48,S14,P1
B4971,NierMafuFrou,U995,C28,M48,R56,G66,S18,P4
B4972,TeaTimeYuiFrou,U995,C85,M356,R53,G63,S16,P2
B4973,KradnessTeaTimeEureka,U995,C61,M207,R56,G65,S19,P7
B4974,YuiTeaTimeMiku,U995,C1,M169,R59,G19,S18,P10
B4975,AimerNyaronsYoasobi,U995,C80,M352,R51,G63,S18,P3
B4976,NierEurekaNier,U996,C2,M152,R55,G63,S17,P9
B4977,UpliftSpiceYuiNier,U996,C2,M172,R54,G45,S17,P6
B4978,AimerNierAimer,U996,C83,M361,R52,G20,S16,P11
B4979,YohKradnessUpliftSpice,U996,C25,M179,R58,G59,S20,P7
B4980,NyaronsDECO*27DAOKO,U996,C84,M362,R51,G65,S19,P9
B4981,MafuNierTeaTime,U997,C15,M123,R53,G59,S16,P8
B4982,TeaTimeAimerAimer,U997,C62,M314,R55,G19,S14,P10
B4983,KradnessDAOKOYoasobi,U997,C15,M124,R59,G60,S16,P3
B4984,TeaTimeDAOKOEureka,U997,C94,M354,R59,G18,S17,P4
B4985,KradnessNyaronsNyarons,U997,C62,M229,R54,G43,S20,P6
B4986,YuiKradnessFrou,U998,C15,M194,R56,G67,S20,P11
B4987,DECO*27MafuDECO*27,U998,C2,M152,R55,G66,S17,P10
B4988,UpliftSpiceNyaronsKradness,U998,C62,M213,R53,G44,S17,P12
B4989,TeaTimeDAOKONyarons,U998,C64,M205,R55,G45,S15,P7
B4990,KradnessFrouFrou,U998,C28,M69,R58,G65,S14,P3
B4991,UpliftSpiceDAOKONier,U999,C84,M348,R57,G18,S16,P4
B4992,NierMikuYui,U999,C64,M217,R56,G68,S14,P2
B4993,NierTeaTimeMiku,U999,C27,M172,R55,G18,S17,P9
B4994,KradnessYuiWomble,U999,C64,M216,R57,G48,S20,P7
B4995,WombleYoasobiNier,U999,C13,M133,R51,G65,S17,P2
B4996,KradnessYoasobiUpliftSpice,U1000,C27,M44,R57,G46,S16,P7
B4997,DAOKOTeaTimeYoasobi,U1000,C13,M141,R55,G62,S14,P3
B4998,FrouMikuWomble,U1000,C64,M212,R57,G44,S17,P8
B4999,TeaTimeTeaTimeAimer,U1000,C27,M130,R52,G63,S17,P6
B5000,UpliftSpiceKradnessNier,U1000,C62,M210,R52,G20,S18,P8
B5001,NierEurekaNyarons,U1001,C14,M123,R43,G13,S9,P18
B5002,FrouAimerMafu,U1001,C89,M357,R39,G49,S8,P22
B5003,NierFrouFrou,U1001,C4,M126,R46,G49,S8,P17
B5004,WombleAimerNier,U1001,C18,M109,R37,G55,S7,P18
B5005,TeaTimeKradnessAimer,U1001,C41,M58,R1,G35,S9,P23
B5006,WombleDECO*27DAOKO,U1002,C5,M85,R34,G11,S8,P14
B5007,UpliftSpiceKradnessWomble,U1002,C17,M174,R41,G39,S11,P15
B5008,DAOKOYoasobiDAOKO,U1002,C18,M90,R43,G50,S11,P16
B5009,YoasobiDAOKONier,U1002,C26,M179,R38,G10,S7,P13
B5010,DAOKONyaronsUpliftSpice,U1002,C89,M373,R46,G39,S8,P19
B5011,NyaronsUpliftSpiceYui,U1003,C30,M146,R36,G15,S11,P24
B5012,EurekaEurekaUpliftSpice,U1003,C76,M355,R44,G35,S7,P20
B5013,TeaTimeYoasobiYoh,U1003,C30,M66,R46,G34,S10,P23
B5014,FrouEurekaUpliftSpice,U1003,C30,M51,R43,G36,S10,P18
B5015,YuiUpliftSpiceFrou,U1003,C109,M322,R1,G55,S11,P16
B5016,MikuFrouTeaTime,U1004,C56,M309,R42,G50,S13,P24
B5017,WombleTeaTimeUpliftSpice,U1004,C5,M110,R1,G35,S9,P24
B5018,WombleFrouYoasobi,U1004,C30,M181,R30,G11,S12,P18
B5019,AimerMikuEureka,U1004,C6,M122,R36,G50,S13,P22
B5020,YuiYoasobiWomble,U1004,C30,M88,R32,G49,S10,P22
B5021,YoasobiYohNyarons,U1005,C18,M166,R43,G37,S7,P13
B5022,WombleKradnessTeaTime,U1005,C17,M10,R39,G40,S9,P18
B5023,YuiDAOKODAOKO,U1005,C6,M117,R46,G12,S13,P21
B5024,YuiNyaronsFrou,U1005,C17,M167,R37,G12,S13,P24
B5025,WombleNierMiku,U1005,C30,M21,R49,G39,S13,P24
B5026,KradnessUpliftSpiceNyarons,U1006,C41,M38,R35,G39,S7,P21
B5027,YoasobiFrouTeaTime,U1006,C16,M177,R50,G56,S10,P18
B5028,YoasobiDECO*27DAOKO,U1006,C5,M101,R44,G54,S8,P18
B5029,AimerUpliftSpiceDECO*27,U1006,C30,M174,R38,G13,S10,P20
B5030,NierMafuDAOKO,U1006,C4,M122,R30,G51,S8,P24
B5031,NierDECO*27Nier,U1007,C26,M121,R41,G53,S9,P14
B5032,YohDAOKOKradness,U1007,C77,M351,R34,G9,S12,P19
B5033,DAOKODAOKOUpliftSpice,U1007,C14,M125,R36,G11,S12,P13
B5034,FrouAimerMiku,U1007,C110,M316,R49,G51,S13,P14
B5035,AimerWombleEureka,U1007,C16,M175,R50,G52,S11,P17
B5036,DAOKONierNyarons,U1008,C3,M101,R47,G11,S11,P24
B5037,YoasobiKradnessEureka,U1008,C3,M93,R50,G55,S8,P19
B5038,WombleYoasobiWomble,U1008,C89,M370,R38,G10,S12,P20
B5039,YohAimerNier,U1008,C31,M64,R39,G39,S9,P16
